age	mileage	price
6	312118	13877
2	306787	17479
11	77593	17122
7	243261	15629
11	44988	21263
27	354359	500
3	325384	21011
10	278219	11976
9	434725	6181
6	421032	9681
4	316199	18941
3	362438	16801
1	194719	28067
5	299488	18291
1	458317	17189
16	246680	2371
7	429793	6082
8	137156	22843
13	467054	500
13	267512	7316
5	319928	13591
9	183741	15325
15	135104	10423
9	219809	13809
13	247387	7569
3	40243	34466
10	366180	5005
11	481153	500
2	294825	19608
10	214722	11441
2	36996	35334
6	214691	17212
7	67079	26728
14	389189	500
10	4887	23189
13	372383	500
10	432868	500
1	475024	15453
9	160159	14250
5	131284	25559
10	213013	14118
8	329904	10015
12	368789	2675
9	181464	14270
12	128993	10900
16	197647	6272
9	465505	1254
9	11273	25585
7	252774	17992
5	117374	27069
14	397623	500
10	84413	18628
2	264481	25308
9	178915	18307
16	83935	7970
6	234796	18223
11	40402	15975
1	393205	16267
8	343734	10552
6	313619	15165
1	131864	28853
8	56839	24685
11	371325	814
2	425542	15199
5	138643	21254
16	185023	4461
4	383574	13404
7	95350	21836
4	212225	22917
3	378392	15780
9	402203	9214
11	27584	20812
12	47415	19728
5	79235	30295
4	99396	26892
1	195459	30654
5	451143	10590
13	18494	18441
2	80492	30912
13	211112	10378
5	438097	7331
2	207675	24737
19	235268	500
1	474091	11986
10	190676	14388
16	264044	500
10	301616	9100
11	353973	6117
2	277809	22908
3	405363	13435
17	116892	6214
15	178060	7237
11	369998	6430
12	67975	18472
10	298781	5431
18	423981	500
12	334614	2897
7	478353	2907
6	382490	11481
19	383021	500
11	182750	11683
15	329349	500
5	52303	31601
15	302026	500
4	23606	27700
9	69249	24761
8	265373	14964
8	58156	26761
15	246255	2673
1	485550	11716
7	120713	23270
8	194944	16537
8	292267	11741
15	86074	14316
2	352606	18641
10	376012	5680
6	288986	17861
13	354856	3918
4	120024	28891
14	39316	18565
13	141156	10143
13	226737	10164
1	497215	13544
7	115558	27338
8	289798	13322
3	418531	10896
3	422525	14699
14	142360	10922
3	175692	22881
14	278984	3174
9	128422	21486
14	416414	500
4	310664	15441
5	390369	12633
9	44512	23669
1	353083	21050
5	458346	12856
7	367200	10709
9	7693	24812
11	117240	18080
11	440573	934
8	46803	23670
10	385288	6896
3	244672	19489
9	196109	14518
8	357631	9380
12	296839	10145
13	345099	3912
8	31042	24048
5	182129	24236
12	1288	20485
11	192210	14969
8	385833	5809
8	267539	10230
13	81515	16994
17	338584	500
4	250631	23887
9	338701	8510
5	81173	26667
8	12017	26427
3	190973	25362
1	251620	21563
2	214769	21628
10	455357	2917
19	283027	500
7	499865	500
11	163529	14136
10	18460	22551
6	250192	15692
9	409794	1171
9	285032	11941
6	399770	11504
11	136539	14238
18	4651	10139
6	420450	4252
12	235580	8956
10	95809	18792
2	131392	29001
4	331574	16615
9	333630	11820
12	229128	10151
8	482797	500
7	60479	25766
7	208911	16061
18	76086	8661
2	200835	23926
10	161225	20190
7	136201	24022
4	498288	6834
12	461335	500
4	438569	10976
1	194357	27331
13	185861	14071
8	213558	21609
5	105890	27489
11	453519	500
8	481850	3651
4	318826	14661
1	68863	31795
7	324167	12140
2	144111	29888
6	217915	18565
9	251897	12420
1	376473	13978
1	368218	24417
7	312233	12787
12	137791	12904
7	9727	29238
8	118467	22331
7	68415	26487
17	5535	15997
1	110100	29660
6	327982	15152
5	245867	15536
12	39941	18479
8	370277	7680
8	42462	24442
6	304948	15340
17	335613	500
5	4287	29416
12	270634	6514
10	414849	6380
12	302855	5833
19	319283	500
18	185894	2367
1	284358	25744
5	335274	10888
10	65037	20768
1	117479	30086
1	380569	17148
9	403706	6077
8	173910	20882
16	157096	4310
13	83978	15879
11	494646	500
14	438863	500
6	61618	29001
7	425340	5921
10	94768	19551
15	417558	500
7	169878	22515
7	385656	7586
7	6937	27741
6	51428	25950
9	164286	16197
5	361723	13114
12	121249	14650
7	209526	18076
13	227370	5525
9	33675	26661
12	283291	9708
7	145451	17267
7	49175	26773
13	269564	8275
7	481287	2112
6	42667	27901
9	181691	14312
4	449401	9884
11	349702	9864
11	432365	2247
16	24720	15671
17	428690	500
11	88792	17909
6	163180	20305
9	55233	24249
11	80989	17365
5	104153	26137
6	331577	9833
5	435295	4605
4	77267	29090
16	152992	8831
9	27733	23316
5	75888	28955
14	409416	500
13	100365	12730
10	141574	18772
16	77575	10008
10	320239	11057
10	173094	15815
7	82764	23982
5	395505	8654
9	39434	26972
1	88945	35765
10	22856	19740
8	395298	8199
1	18623	34592
9	416971	8992
1	243873	24313
6	70787	26400
7	249262	19043
4	72942	26592
1	164433	27814
7	116216	23330
14	324035	3226
9	364477	8647
3	157813	28478
4	30574	34223
10	2457	26530
13	24378	16233
5	209005	21196
6	318559	11861
4	265596	17398
1	382540	15998
7	356252	8297
9	412071	7297
3	190117	27568
12	128151	14641
5	429135	10633
8	293198	13739
4	84189	26555
6	278664	19251
1	329232	18857
12	480359	500
3	195880	28986
8	256675	12022
12	380065	2507
6	37059	29225
10	236525	12141
14	101719	13512
11	401642	562
3	315892	17424
9	39362	26152
7	297343	15021
1	188103	29827
1	109264	31476
11	40199	19388
2	95940	32025
9	285784	11686
24	3444	3486
8	160579	22455
1	135811	34333
4	364420	17825
3	312624	21195
22	51617	4407
10	454405	683
10	314939	8086
13	221678	5320
11	72066	17856
14	102988	10323
3	142288	28026
9	291340	14630
11	185196	10231
9	34494	23118
8	71210	19075
10	462493	3830
6	431444	8620
2	480130	14170
15	70485	13029
6	324337	15036
11	238725	8054
8	17046	27697
12	210349	11569
3	395766	15765
11	17618	19863
9	420414	6233
13	404552	500
8	153788	18267
9	420913	3481
1	16176	38682
20	458486	500
13	305078	6335
19	235527	500
6	225245	19140
6	376485	10916
15	71211	17246
12	366559	3063
2	180835	31030
2	302803	21295
3	236170	22160
14	447508	500
11	30261	20220
1	187383	28126
16	60342	11957
17	202289	3786
8	456159	1465
8	473441	2610
7	300790	12922
7	221262	21260
9	151233	16519
19	405052	500
4	23956	34073
2	11332	36175
11	62849	19005
10	416513	5640
5	144142	26882
15	15079	13484
1	312339	24937
9	296873	13497
14	113170	11941
5	491839	6870
4	485757	10324
4	459842	8842
14	10919	19488
11	72436	16706
7	309386	12690
19	391355	500
7	195683	16578
16	64158	5187
5	378282	8558
12	62468	18667
1	339997	20409
9	350703	9191
13	434412	500
3	185949	25732
8	433417	6540
8	56274	22309
3	413714	14101
7	467832	4494
9	147133	18488
8	150408	19925
4	122391	27206
9	178416	18733
6	260882	18826
1	469995	12652
14	186526	8107
8	401015	6346
12	93430	16281
3	331513	18467
12	298751	8905
7	393378	4081
8	370041	10348
8	112212	20317
5	424004	11002
1	87840	34172
11	52693	19181
4	162311	34061
7	474664	4037
4	446030	11864
10	9414	21669
1	15375	37970
8	487401	4762
2	136599	24286
9	118345	22585
8	98938	20875
13	56402	14047
12	132154	11161
4	89583	32663
12	182341	12792
9	216731	11059
5	186042	22349
10	313373	6175
7	17497	28654
4	485545	7238
23	296005	500
8	55671	25116
4	120260	20441
3	357981	15578
3	728	36485
11	198429	11826
9	243656	13615
8	69295	25884
1	34992	36977
14	185635	9113
9	378276	6822
12	414680	500
12	401048	1471
9	2893	21594
11	338564	10049
6	407184	9303
2	41032	35270
12	65443	17305
9	59090	23878
11	339173	3970
9	147304	15704
4	193446	23422
3	146135	22512
6	336331	13137
7	258364	17905
14	72991	13491
7	361982	8434
14	437534	500
6	156055	20302
1	292094	24221
7	409817	6391
12	357493	2244
13	348583	1421
7	380347	7750
7	395614	7807
12	302693	4618
12	426058	500
15	203297	8043
1	78954	34980
8	329357	10014
8	241762	16028
5	260478	19127
11	266671	10220
1	49804	34197
1	370198	19375
4	71483	31322
4	499529	9757
1	357170	20990
8	291042	18956
13	498708	500
12	306703	6859
17	180659	2682
1	208155	30488
8	12000	28859
6	95699	24151
6	32342	27969
13	439757	500
5	104706	27520
13	53062	17707
6	29786	30148
14	464237	500
4	449125	8675
8	72086	26264
1	341825	20392
5	63970	29498
5	276335	16924
4	185168	24539
14	328333	500
7	305227	14074
7	351492	9497
10	191116	14404
1	361516	19056
16	434381	500
6	27640	31851
8	439107	8514
1	233021	25131
3	202391	24239
4	177175	21794
1	435556	13751
5	74993	26079
9	372219	9620
10	422498	4339
12	85441	14399
2	3380	38151
10	164851	13929
13	353963	2781
15	35508	16613
8	295891	14609
7	102042	23053
1	372893	16345
17	190704	1878
17	207065	4774
14	228013	6345
15	478868	500
12	72579	19857
7	309796	15870
1	41432	37807
16	329800	500
7	67546	26989
4	185517	24164
10	21587	24381
11	1919	21993
5	479080	8334
3	314590	17024
14	221752	5289
1	57241	32746
3	185650	25670
3	193718	25195
6	353289	14941
1	357292	20567
10	10685	25372
12	31334	16450
1	83888	29226
11	125059	15590
10	460220	500
1	353522	19317
13	353000	3654
6	328143	10824
1	362650	18924
10	348805	6926
1	299752	20007
12	439801	1757
7	184640	19688
1	437757	14616
9	110674	22657
5	458772	6388
15	465147	500
10	199564	16135
11	211124	9642
11	366677	2713
15	149688	12160
6	384613	11484
6	461569	7897
8	482461	1449
11	423879	2565
15	59248	10792
6	123898	22194
12	81758	15343
8	94822	21875
17	24886	10789
8	330990	11915
12	145795	10560
6	335258	12319
8	280667	10646
5	384989	12415
18	408066	500
8	398334	5427
15	496522	500
16	21880	11266
7	471447	1599
12	294712	5864
7	307466	15678
5	297150	17238
10	115601	21445
10	158732	16971
4	365339	14355
12	495552	1621
5	334489	13742
2	215855	26256
11	492515	500
1	335485	18496
1	197930	28273
6	467674	8840
4	471773	10606
1	440082	19682
6	152032	21185
4	208575	21973
3	456366	10535
9	325607	8967
5	38831	29002
6	330134	11081
11	327608	6298
4	159858	26579
1	289914	24457
15	341347	500
5	226989	22130
15	380198	1036
14	278906	4554
15	81566	11972
11	491113	500
6	426995	6082
8	444992	7643
3	343803	20239
1	379942	19241
14	130700	6459
8	6401	27997
9	253930	14145
10	228929	13952
15	398085	500
7	378926	9017
9	394769	668
8	300521	12020
1	269619	28478
13	13932	17212
15	405903	500
9	170981	16153
12	223942	6452
9	411810	2177
1	455220	13227
1	424765	15535
3	132265	29431
7	396978	10424
5	340094	15832
7	147650	18971
11	26793	24914
5	330675	16968
10	305533	5140
13	384756	500
7	30138	24702
2	164770	27928
8	269828	12584
11	264916	6215
9	328123	8516
16	383141	500
15	101662	10349
8	138420	20326
9	120438	21744
7	491627	4843
20	130843	3674
13	345732	2419
10	160091	18264
4	98450	25266
8	271041	13625
4	6752	33560
4	143550	27682
2	172309	29205
5	265915	16690
8	164964	17744
7	42376	22994
10	226899	10596
10	135486	16707
9	176589	14304
5	401743	9652
1	324161	20799
11	283222	9077
12	348887	1084
7	119633	25327
8	105726	23859
12	102058	14376
1	297385	21139
15	206378	6826
14	342470	2511
10	65469	18026
15	211852	5475
5	187383	22966
19	166522	500
1	236928	23975
7	115039	24818
11	375687	965
13	397512	500
9	211705	13797
1	20050	36392
10	231101	12213
13	264436	6552
5	338067	14262
10	400217	5133
5	233836	18683
11	318057	8739
10	344325	6605
8	388582	8853
13	490958	500
11	184084	10740
11	138102	16573
4	102918	27616
12	382390	3534
5	90389	26451
6	12182	25498
5	344354	16151
2	224874	25225
4	244830	22303
15	218233	8240
12	287101	8716
13	38625	18345
14	87668	15012
3	59618	33069
15	203643	9353
14	97596	11357
3	44465	31758
2	236073	25903
15	391666	500
1	470478	11095
9	163919	20150
11	157333	14493
10	358538	4911
5	130020	26828
12	396836	1738
16	140712	8667
11	298696	6483
4	319872	12702
8	437178	4944
4	146866	25006
16	105695	11488
9	110906	24448
8	113399	23578
8	54167	25931
8	62567	23584
8	270228	13701
3	448426	8585
8	483588	2290
8	277586	10529
11	142704	16053
3	400840	14703
5	256290	20957
14	490802	500
8	236036	18669
10	319037	6420
6	440965	12574
8	426568	6637
7	401195	5555
3	162247	26468
6	61557	27101
6	405405	6148
3	477895	12871
3	173119	27660
7	95394	24296
4	151228	25213
7	259293	10400
1	464993	15241
13	386042	500
14	182980	10549
4	459726	12786
18	42584	11433
6	98418	24891
16	117378	7264
13	185754	11059
9	342204	3578
3	273515	16792
9	366972	5599
2	454812	13873
11	390112	3013
6	206993	19773
5	226186	21637
6	490724	4768
2	374636	16548
7	220283	16695
9	432780	4014
7	164625	18460
5	492129	7421
12	6761	24805
10	103320	21437
10	285378	12672
11	49356	19753
12	31108	21105
6	426770	8926
6	151832	21023
1	227991	26514
7	498874	6155
18	441117	500
10	63557	22101
9	330046	8874
10	264382	12883
6	73936	22286
16	47166	15517
9	405730	7162
6	226854	16444
1	85483	34592
4	124935	26179
19	292364	500
10	104383	19375
1	488689	9414
6	146703	20638
12	173655	16038
6	288575	18274
11	393373	500
13	13853	19192
2	45756	30551
12	261617	8534
3	328243	18477
17	213035	500
4	295611	19839
1	14011	35396
7	18175	29461
16	258378	3403
9	413035	6780
13	486665	500
8	150309	22238
1	260860	23807
8	5596	27176
12	253836	11656
7	138749	24285
7	35262	28674
11	323858	7528
1	259159	25778
3	26959	35376
9	438065	8082
1	362989	16555
9	375424	5110
9	240676	12190
1	492862	11479
1	113347	34643
12	147971	16139
13	63872	13638
9	217071	15536
10	129698	18286
12	100307	16111
6	164879	18655
3	361985	14389
10	377706	4455
12	386394	500
9	154206	19741
7	41594	27115
3	414982	16162
5	376419	12124
3	330610	20344
1	224578	25071
11	114196	19312
7	253853	17251
2	68097	32211
16	106525	5759
8	425535	7402
5	246159	18025
11	459381	500
8	373712	3993
10	315772	7130
2	281380	20787
8	301030	12841
2	91186	30994
12	180492	9466
2	136148	27927
8	324222	11195
11	469773	500
10	320748	3464
7	445909	4657
7	187748	17780
8	190713	16896
8	473838	1556
8	32930	24060
4	311068	14186
13	357547	1581
17	189232	3251
1	263149	26336
18	288548	500
13	143291	13265
6	108023	22841
10	16776	20926
7	403367	9899
13	375555	3285
3	333550	17904
7	318392	10937
14	178119	9825
1	65979	32085
2	66246	32086
15	86565	11573
12	267271	8267
14	386972	500
10	355747	7853
11	268677	9134
9	272881	13641
5	408409	13458
2	44832	37961
15	475277	500
5	452908	8807
7	237071	17710
8	338943	10696
14	62760	12802
4	341095	17775
10	444827	2021
9	359766	8951
8	132213	23123
8	326978	7195
13	258534	7725
1	464278	16009
4	387464	12085
9	26555	24775
18	119283	5780
16	59790	10887
1	388628	16262
3	350226	16993
7	14198	27575
11	260682	9180
6	156067	23323
2	182100	24474
10	233169	10190
7	443576	2921
10	374597	3204
6	419438	11374
17	338568	500
7	90223	26233
14	74172	12045
15	92673	10557
18	161778	6882
5	311179	14882
5	478776	5934
3	187095	21788
4	469692	8868
7	51966	25253
17	17199	12903
10	176096	16140
6	123794	24658
8	323226	10320
12	348913	2768
16	14992	13938
13	299493	3299
16	353140	500
17	6856	11730
8	389805	9932
3	281712	21173
7	370729	7726
13	159475	14383
6	309954	12038
5	12671	33758
7	12313	28977
13	410077	500
6	178311	20962
6	124476	23064
6	317871	12905
2	142773	26113
10	221961	11769
8	361766	10228
16	340017	1408
11	218846	12668
10	481795	1316
6	26906	25887
6	323321	15366
10	470084	1355
9	198439	15790
14	144989	12974
12	493895	500
8	69324	25263
4	105870	27323
12	144672	15073
11	52247	19052
12	358721	3624
1	420811	15397
3	14496	33126
2	456022	13070
10	437656	3857
4	37096	33156
1	385496	19944
6	216380	20379
10	294435	9424
13	279641	7760
14	400553	500
6	47302	29017
1	137312	29654
6	317976	14215
3	203041	25328
7	273811	16746
24	168568	500
14	10413	15967
6	114309	24274
9	142504	18580
4	462026	10410
13	337014	2613
3	469901	10239
1	8223	39030
16	484308	500
3	269742	22830
16	243330	4445
17	392469	500
9	142022	18553
12	61093	17499
7	92853	25095
12	61545	19666
4	29072	33721
9	262531	13782
17	416473	500
9	492393	3571
1	3011	37227
5	266544	16861
1	335138	20839
16	492511	500
1	132528	29165
4	187607	27635
10	279807	8387
11	336402	5884
19	217618	500
11	450258	500
10	160432	18855
8	157892	17967
10	406851	1111
2	48225	34550
14	127750	9113
8	356467	8945
16	123824	7383
8	260840	10028
8	51652	27023
9	419121	4232
15	440580	500
6	77500	27351
3	226536	23185
8	33644	28538
8	135696	19109
3	342112	18240
7	246548	16490
8	154395	19625
6	425711	8440
6	240481	18951
9	136499	15921
1	397224	13275
9	278173	12269
13	105839	16891
1	419979	16031
1	273376	24677
6	199331	20331
13	389630	514
1	108624	30863
1	196096	24563
11	80589	17504
1	420568	13243
10	182604	15163
9	44396	22260
2	164414	28527
16	315991	1581
8	316838	14856
10	8877	23571
11	246823	10631
11	346217	6124
5	67237	26996
2	460805	9978
11	205276	10418
11	332144	4615
9	254319	11221
3	369012	17686
10	168052	16432
11	217787	10385
5	118572	29461
14	396046	500
1	323926	19351
15	13052	13171
9	102643	20375
15	382623	500
8	114161	22417
8	330676	5016
12	234246	6593
6	292749	13150
11	494650	500
11	499788	500
11	124829	15559
4	67711	29407
10	260488	8241
12	60959	19477
2	496271	14478
14	221537	6575
4	147971	24223
7	407352	12408
1	371885	19146
13	499951	500
9	310394	9857
10	290968	13819
6	474393	2492
13	431612	500
9	11182	26016
16	65267	16329
12	463058	500
18	41017	7377
3	492386	9461
9	130451	17406
9	306300	9089
10	162575	13905
7	7522	26591
2	437834	15190
4	306211	18807
11	63356	22386
1	253860	25663
10	367393	7295
12	384788	1438
8	15487	27508
6	44818	26898
12	390786	1319
4	401825	16660
2	225200	21072
2	300711	22268
5	298133	16444
8	266726	12773
6	154828	20214
13	119971	9315
4	186934	21661
7	374256	12809
9	248584	16339
12	211804	10721
11	364067	8067
13	82036	15624
4	343217	17900
4	262345	17684
11	296083	9579
11	243410	7298
12	471918	500
11	291110	9564
8	234163	14153
7	87205	24606
12	497908	500
13	159606	15704
10	250605	12419
1	125533	29812
1	48091	33104
15	343852	500
4	9699	31602
3	37863	32876
2	416514	13559
9	315180	10920
10	266541	6758
4	259465	15566
18	96609	4739
7	32221	27269
6	140291	19940
10	346910	7550
19	397453	500
7	466071	4316
9	43466	21010
16	394536	500
9	492248	500
8	13798	27683
2	193033	25017
8	122026	22848
8	189752	16218
17	95193	9591
3	358315	14277
17	318741	500
11	6991	21696
5	245813	20675
9	106469	21819
7	350657	13369
2	5812	37172
12	158648	12375
20	301638	500
18	25940	12659
13	52789	18685
16	350942	500
11	174082	13225
6	129817	23159
1	222701	25689
6	190352	21763
10	150369	14522
17	421068	500
3	334880	19280
12	202102	10032
9	29524	24421
11	235222	9221
6	106863	26754
11	297968	8925
6	393121	8224
4	68200	30505
1	273315	25256
18	420256	500
1	272333	25181
13	43547	17945
21	55205	7456
14	335000	1988
7	325107	12496
4	130316	27527
11	72250	21474
14	129636	11814
12	109123	14954
9	214485	13740
7	54140	26122
9	324219	8336
8	48167	22076
9	162742	18658
6	196051	16663
11	5870	20156
1	220584	26155
10	239740	12611
4	24929	33004
2	471713	10446
13	429532	806
6	125404	24581
1	130533	33772
8	186484	15166
8	8018	25467
9	293749	8559
4	313011	16091
6	130497	26205
6	72122	25780
10	39873	20479
7	268110	15378
6	230709	19380
14	446548	500
10	130851	15282
4	190825	25024
8	60143	19828
6	47775	23788
21	114467	1004
14	82557	14369
5	194945	20694
1	381579	16107
18	415543	500
9	60920	23806
9	324963	8817
5	497499	5351
8	452734	5410
1	5719	36593
7	79008	23837
18	121211	4319
3	94026	32592
18	102040	7237
17	288910	500
14	414663	500
11	195138	10842
4	234800	20887
4	172798	23240
10	258846	10565
3	238294	18960
11	109227	13240
11	111311	16554
7	23087	24299
1	125220	34209
13	80675	14372
1	123061	32082
3	276827	18671
8	346722	6632
6	190418	19537
6	471030	7867
7	436237	6107
3	431974	12520
11	287152	11993
14	171214	12116
10	340030	8181
9	489337	1795
6	136591	22287
14	236058	4521
12	411093	500
7	372106	5820
9	53808	23553
9	330872	8036
12	486778	500
11	181777	11737
7	266295	15734
11	303611	6517
8	416536	6698
7	65618	23145
16	31146	14921
5	3534	32673
20	260054	500
1	498208	12221
10	234882	9788
10	171627	13238
13	206964	9699
11	465362	500
11	22998	20092
19	379828	500
6	281890	14648
10	232738	11953
4	287911	17156
17	409547	500
1	213784	22205
7	247856	17609
8	88137	21635
1	206650	27285
3	42486	29336
8	281256	14209
8	134383	18561
6	101820	24033
7	64973	22721
9	212288	14172
1	369307	21869
9	294422	10807
4	492355	9979
11	315018	5806
4	110697	26353
13	13186	20514
15	164183	7172
9	478081	500
12	491170	500
9	448438	858
9	438464	836
11	499804	500
4	474468	6947
5	114390	26136
6	98649	23288
3	125419	26316
15	388029	500
5	374283	14465
1	279913	26324
1	59088	33511
8	301311	13431
11	431609	3418
6	166616	22635
6	333825	14214
6	458273	9299
8	151087	19241
18	31367	7851
1	324210	19215
1	308043	24266
1	443678	10461
6	343534	15938
10	195715	12601
7	344709	7590
1	242018	22703
3	396915	15613
12	222553	10333
8	474633	500
13	475118	500
14	334730	1718
13	260316	7967
10	447142	1919
10	350034	7639
9	259234	12396
12	467028	500
9	348323	7807
3	370969	16427
6	151378	25952
8	463072	2678
11	265734	12555
7	245349	14303
1	358044	14681
9	115811	21761
13	35003	19261
5	110251	26869
5	382804	12901
12	44017	18116
7	487726	6289
1	39026	36502
5	418397	11765
8	174505	19920
7	323542	13971
20	441795	500
7	349601	8860
1	50581	35335
6	246180	16536
1	432765	15786
12	485127	500
10	100126	16788
11	128354	21346
1	157043	28685
13	126268	15694
16	214124	4088
13	124078	18810
6	438832	8783
17	142946	2782
12	318150	2558
10	43288	25783
7	145408	24521
15	454933	500
1	188267	27018
5	29369	32465
11	393320	2933
1	315425	24199
1	476048	10806
1	270648	24118
5	199805	20590
4	493151	11369
7	405562	8394
1	125292	34666
6	137131	21937
9	24824	25169
1	35968	34167
18	456551	500
5	483506	8462
8	15136	25534
5	76982	26454
10	164518	19166
3	212091	21831
10	75953	22347
6	40885	30099
16	113166	10645
11	318736	8518
8	263375	15548
7	93584	23459
11	78615	18741
9	64805	27235
6	73285	25719
18	210406	1232
3	159247	29119
7	341274	16022
10	439562	4532
4	162589	21260
7	354793	11330
3	161353	28759
6	374622	12716
15	363094	500
10	191376	16200
8	108936	20460
13	232365	7810
24	459227	500
6	137912	21527
6	294472	12462
10	448322	500
13	159174	13722
7	153815	19279
13	70662	16452
7	55061	27982
15	198405	5558
1	450834	13398
11	74309	15201
8	71683	19166
8	82422	24210
14	47728	10134
6	476241	8443
3	418132	14243
8	98863	25646
1	74468	33128
5	168060	23922
3	498727	10088
9	290703	8556
8	429472	3438
11	41012	22654
8	62279	25631
4	76316	28559
7	78331	23538
10	46367	23462
7	460072	6152
9	399982	7614
8	89091	24251
11	51019	17839
9	425739	3642
8	338082	11155
10	337368	5359
7	260755	16683
6	453555	8610
15	134337	10131
3	490009	11617
1	2671	33601
7	345326	13902
10	212019	12428
12	443501	500
10	450365	500
1	289113	26999
8	84832	23508
19	365399	500
6	212455	21019
11	277863	6825
6	427991	9403
1	93471	33346
10	283092	9497
12	257362	9266
8	355232	11613
9	291859	10349
9	72798	22129
8	241335	15157
1	259921	24831
7	273691	15614
14	65445	15392
11	23228	19485
4	481732	9847
5	317149	15696
15	351029	500
15	244570	1825
3	33166	32388
16	277704	500
1	335018	18963
2	98194	29187
3	368995	18299
7	428390	7482
13	294426	3672
2	78922	30147
17	61742	5339
3	174278	24998
3	345599	18604
1	497139	15477
2	449497	13013
11	42294	23839
3	499651	10941
8	309167	14386
8	101491	24915
12	44576	20618
6	323295	13789
5	101672	27023
13	367975	500
13	108176	11829
9	121752	19461
6	320928	17250
5	162080	19778
4	114023	25252
7	110519	21051
11	85213	19757
6	28474	31028
13	154787	10343
12	493682	500
6	375810	8170
10	41444	17529
5	199149	21619
10	66230	19686
1	39985	32180
10	374227	5463
8	12510	25155
10	122158	20491
17	203395	3270
9	363338	9112
10	131448	17864
14	98869	13394
14	165015	5355
14	420422	500
12	121083	14750
1	258793	27059
11	436793	1451
2	200746	25581
9	98943	24700
1	195069	25512
1	84308	35676
18	70845	7476
9	231090	18795
8	459627	2322
16	359598	500
1	80344	29383
10	124869	19760
5	98414	27254
4	435758	13346
1	479618	14253
6	313230	15691
7	263480	18332
13	395089	2957
1	221486	24734
6	337060	13598
6	4494	30973
1	231374	25612
8	115190	18558
2	45150	37451
1	477559	16932
6	112241	21841
6	14704	29607
9	115417	17757
16	180944	6362
11	376772	4393
14	145132	14029
7	370276	10610
7	374501	14680
7	7260	28741
14	335164	1589
11	413863	3099
4	164079	27832
10	150592	12321
1	370321	22469
7	300683	18065
16	111168	8693
18	219889	500
15	359352	500
6	195553	20894
13	3041	16600
12	62334	12423
8	283538	11529
10	224117	17365
9	33724	22270
18	224639	500
8	81263	19493
9	36122	24337
13	440289	500
7	495161	4825
2	249367	23002
9	164161	16189
3	85307	29441
11	251863	8001
12	300238	7363
11	450206	500
13	213561	10813
3	205070	23552
5	353439	13525
7	306258	14955
9	16365	26831
9	203649	16918
8	317832	13149
6	309704	12413
7	443951	8342
9	13428	27231
10	348870	6323
6	85424	22275
4	434960	10213
4	41303	25645
10	405579	1492
1	39555	36716
9	93013	20161
14	172943	9268
4	324032	19767
13	214598	4638
9	112246	19144
2	362853	19490
18	174813	3840
13	185846	9903
1	308821	23537
12	451005	500
8	219401	17433
9	439833	2598
12	251024	7039
16	22561	15451
8	463919	4999
4	207375	25398
1	184970	29670
10	246335	9519
10	356278	5247
4	230033	21100
18	246449	500
15	300941	500
9	447935	500
9	82062	24413
12	113535	13867
2	173517	27100
4	226922	20097
11	467575	500
11	238935	12634
4	485504	9380
10	138462	17279
1	55312	36264
7	491475	6037
14	263328	6585
5	195931	20927
13	389025	2727
14	172119	9255
1	133238	28670
13	127706	11906
3	465403	11082
14	390492	500
10	110972	21741
11	499752	500
6	397672	11261
11	435738	2190
10	143072	16612
5	458148	8947
1	186870	27188
6	84895	27832
15	275220	2145
14	296140	4998
1	26715	33824
1	314912	20621
5	180748	20516
17	209242	3564
6	416214	9540
3	191895	24897
9	169879	17904
6	131373	21888
10	331635	9334
1	309537	21822
9	273464	12762
14	14	17386
7	33511	27410
6	439056	6652
12	241643	10458
1	471039	13470
1	487228	11390
8	321804	14687
8	355067	9813
7	222252	15501
9	362470	3963
9	97832	21247
8	374190	10746
5	408801	12459
6	25363	24829
15	420390	500
7	71524	26930
6	484230	8653
11	373038	4029
9	491746	3196
13	107750	16448
1	366410	18025
3	149995	26412
8	52875	25948
6	187681	16422
1	47446	32170
17	150884	6978
1	318462	21711
5	319685	13115
1	407539	16156
9	93554	17564
4	401273	17088
11	289261	7722
11	197754	11521
7	162832	16774
10	110840	20461
1	112711	33741
7	226713	16824
12	114304	18555
8	188183	22030
5	390500	12373
5	165782	26448
3	344866	18226
5	311759	17748
9	401629	3133
12	460341	500
8	95809	22957
7	212765	14944
1	118894	30944
6	224996	17659
13	138725	11524
5	474565	8165
11	270280	9055
1	367599	18146
2	142329	26952
11	140742	18744
8	147346	21625
13	414532	500
4	430693	16080
13	161456	13722
1	476708	13375
1	238126	25059
2	159385	29251
7	57190	25257
7	375580	7983
8	109541	23502
1	247158	26858
8	341162	4708
4	439917	10249
3	389559	14300
14	409746	500
1	87706	37716
1	117335	29658
8	460096	5757
14	427405	827
19	62347	5767
1	332972	20613
1	232123	29175
5	386103	9257
8	375297	9250
1	363679	17315
3	169998	24555
2	165682	23958
5	446336	10328
15	74686	12448
13	490389	500
5	204738	23316
12	476732	500
6	147913	22470
6	26764	28603
3	40795	31476
4	302258	18542
12	46196	17110
17	99222	9813
6	331434	11328
10	114055	16008
6	60817	27924
3	277734	19864
6	426989	8533
19	319395	500
4	105340	27095
12	91061	16077
4	165749	24907
1	18609	33724
1	186151	27380
11	330984	6843
10	269331	11252
12	182189	8995
6	361191	12087
6	133246	22913
12	308686	4882
7	83394	25476
6	57711	26109
5	408210	14622
15	339146	1466
2	249404	24023
