"year" "area" "price"
"2495" 25 36 5000
"2496" 23 71 36315
"2497" 4 49 53396
"2498" 18 81 55354
"2499" 13 76 60834
"2500" 12 38 26746
"2501" 7 54 52299
"2502" 16 41 22087
"2503" 4 40 44771
"2504" 19 51 25870
"2505" 0 46 59002
"2506" 11 39 30142
"2507" 1 82 91707
"2508" 8 33 30770
"2509" 20 44 17244
"2510" 1 44 55629
"2511" 14 50 34782
"2512" 8 33 30029
"2513" 22 45 13570
"2514" 20 35 8080
"2515" 23 35 5000
"2516" 8 51 47653
"2517" 18 41 17394
"2518" 10 43 35571
"2519" 22 32 5000
"2520" 9 74 66420
"2521" 5 92 92049
"2522" 17 31 10748
"2523" 17 30 9453
"2524" 27 43 5000
"2525" 11 46 37068
"2526" 10 31 24773
"2527" 17 36 15679
"2528" 6 78 77824
"2529" 18 32 9686
"2530" 17 37 16332
"2531" 17 33 11964
"2532" 12 72 59022
"2533" 26 36 5000
"2534" 27 83 40297
"2535" 25 45 7674
"2536" 29 38 5000
"2537" 8 31 28119
"2538" 23 31 5000
"2539" 12 34 23818
"2540" 9 46 40639
"2541" 11 44 35845
"2542" 16 75 53977
"2543" 15 71 51818
"2544" 18 31 8863
"2545" 18 71 47256
"2546" 3 35 42449
"2547" 28 36 5000
"2548" 24 49 13324
"2549" 0 45 58373
"2550" 23 79 44301
"2551" 25 56 18004
"2552" 17 33 12968
"2553" 9 34 29719
"2554" 28 65 20521
"2555" 19 121 91442
"2556" 16 34 15031
"2557" 21 33 5000
"2558" 19 35 10032
"2559" 11 43 32960
"2560" 18 100 74303
"2561" 30 31 5000
"2562" 24 43 7813
"2563" 11 30 22054
"2564" 27 51 10155
"2565" 22 61 28145
"2566" 9 70 63748
"2567" 5 46 48753
"2568" 9 50 44805
"2569" 22 61 28913
"2570" 20 55 27279
"2571" 26 51 11717
"2572" 9 38 33818
"2573" 0 96 105340
"2574" 21 49 18863
"2575" 28 31 5000
"2576" 16 46 26270
"2577" 8 80 75225
"2578" 17 42 21658
"2579" 3 108 111242
"2580" 27 51 8138
"2581" 2 34 43706
"2582" 12 31 21264
"2583" 29 48 5000
"2584" 20 78 49594
"2585" 20 39 11719
"2586" 1 39 49854
"2587" 1 55 64554
"2588" 29 61 14991
"2589" 16 33 14054
"2590" 26 69 28944
"2591" 4 34 40039
"2592" 13 38 24662
"2593" 21 45 15424
"2594" 7 64 62160
"2595" 7 75 72037
"2596" 23 49 16259
"2597" 6 33 33788
"2598" 12 42 31299
"2599" 20 30 5000
"2600" 7 62 60333
"2601" 0 79 89841
"2602" 14 45 28698
"2603" 9 36 31809
"2604" 16 36 17637
"2605" 25 74 34246
"2606" 21 69 38586
"2607" 11 36 27223
"2608" 7 69 66689
"2609" 17 31 8686
"2610" 22 64 32010
"2611" 26 46 6334
"2612" 2 39 47718
"2613" 22 37 6082
"2614" 28 31 5000
"2615" 17 31 9947
"2616" 21 38 9591
"2617" 16 41 22133
"2618" 16 30 11032
"2619" 7 41 40647
"2620" 7 31 30825
"2621" 18 32 9610
"2622" 21 31 5000
"2623" 1 54 64026
"2624" 12 59 46824
"2625" 30 42 5000
"2626" 11 79 68562
"2627" 13 34 21959
"2628" 7 56 53982
"2629" 22 39 8081
"2630" 10 40 33179
"2631" 12 33 22935
"2632" 5 61 63241
"2633" 22 60 27573
"2634" 11 32 24099
"2635" 6 58 58214
"2636" 25 37 5000
"2637" 3 32 38661
"2638" 12 76 62543
"2639" 16 30 11114
"2640" 14 57 40666
"2641" 0 49 61696
"2642" 4 42 46287
"2643" 15 42 24846
"2644" 4 43 48222
"2645" 26 50 9960
"2646" 11 55 45231
"2647" 10 68 59162
"2648" 27 41 5000
"2649" 5 31 34929
"2650" 20 30 5000
"2651" 13 60 46961
"2652" 12 30 20363
"2653" 5 52 54291
"2654" 15 48 31117
"2655" 22 39 7961
"2656" 0 74 85582
"2657" 6 85 83404
"2658" 5 31 34496
"2659" 10 59 51642
"2660" 17 31 10943
"2661" 11 110 97333
"2662" 21 65 34613
"2663" 6 43 43896
"2664" 27 59 16760
"2665" 10 42 35831
"2666" 11 39 29191
"2667" 8 31 27331
"2668" 17 31 10377
"2669" 17 50 27924
"2670" 20 54 26440
"2671" 24 47 11171
"2672" 24 49 13587
"2673" 23 70 35705
"2674" 26 48 9083
"2675" 12 33 23201
"2676" 19 34 9567
"2677" 21 72 41727
"2678" 3 33 39718
"2679" 19 69 42104
"2680" 22 30 5000
"2681" 21 31 5000
"2682" 7 122 116310
"2683" 10 32 24828
"2684" 4 46 51540
"2685" 17 39 17605
"2686" 2 70 77957
"2687" 25 31 5000
"2688" 19 44 18177
"2689" 24 63 26998
"2690" 24 36 5000
"2691" 22 35 5000
"2692" 18 78 52814
"2693" 30 36 5000
"2694" 25 35 5000
"2695" 30 38 5000
"2696" 18 30 6130
"2697" 22 30 5000
"2698" 11 64 53788
"2699" 6 40 41509
"2700" 12 70 57286
"2701" 29 37 5000
"2702" 27 106 62067
"2703" 27 42 5000
"2704" 22 48 15884
"2705" 9 52 46627
"2706" 26 35 5000
"2707" 13 67 53097
"2708" 0 41 54548
"2709" 19 31 7079
"2710" 24 36 5000
"2711" 22 55 23388
"2712" 13 37 23804
"2713" 20 59 30651
"2714" 6 55 54879
"2715" 24 40 5000
"2716" 12 93 79343
"2717" 18 36 13133
"2718" 14 33 18869
"2719" 5 93 93612
"2720" 27 41 5000
"2721" 28 34 5000
"2722" 3 41 48004
"2723" 15 49 31864
"2724" 5 57 59169
"2725" 22 43 12185
"2726" 1 125 131885
"2727" 11 73 62969
"2728" 4 61 64521
"2729" 20 32 5562
"2730" 25 48 10139
"2731" 6 32 32489
"2732" 0 31 44223
"2733" 20 60 31752
"2734" 10 64 56044
"2735" 7 31 29993
"2736" 1 150 155078
"2737" 15 43 26110
"2738" 3 42 48672
"2739" 13 40 26659
"2740" 11 167 151125
"2741" 14 41 26287
"2742" 11 40 31124
"2743" 28 38 5000
"2744" 15 96 75420
"2745" 29 50 5000
"2746" 2 35 43821
"2747" 11 89 76924
"2748" 2 74 82012
"2749" 14 38 22437
"2750" 15 34 18810
"2751" 4 73 77049
"2752" 6 31 32271
"2753" 5 42 44519
"2754" 7 31 29956
"2755" 6 44 44600
"2756" 2 33 42875
"2757" 27 33 5000
"2758" 22 30 5000
"2759" 23 48 14642
"2760" 24 56 19785
"2761" 4 40 44847
"2762" 11 54 44581
"2763" 26 39 5000
"2764" 27 36 5000
"2765" 5 34 37198
"2766" 17 35 14231
"2767" 21 52 22864
"2768" 6 53 53261
"2769" 25 50 12599
"2770" 11 70 60349
"2771" 27 53 11946
"2772" 9 80 73229
"2773" 13 41 27422
"2774" 5 33 35900
"2775" 3 49 54976
"2776" 24 36 5000
"2777" 4 32 37088
"2778" 19 31 6556
"2779" 24 41 5763
"2780" 23 35 5000
"2781" 13 47 34306
"2782" 27 37 5000
"2783" 19 34 10841
"2784" 25 35 5000
"2785" 27 42 5000
"2786" 7 36 35264
"2787" 28 46 5000
"2788" 11 38 29239
"2789" 26 37 5000
"2790" 21 55 25106
"2791" 9 37 32250
"2792" 6 61 60935
"2793" 25 40 5000
"2794" 29 54 8818
"2795" 18 45 20995
"2796" 20 36 10135
"2797" 23 79 44482
"2798" 25 43 5010
"2799" 13 75 60478
"2800" 14 31 16727
"2801" 20 104 73052
"2802" 16 34 15380
"2803" 6 53 52985
"2804" 16 86 65349
"2805" 6 39 40480
"2806" 27 50 8872
"2807" 5 74 74975
"2808" 3 68 73905
"2809" 18 93 67157
"2810" 6 63 63263
"2811" 17 66 42659
"2812" 6 48 48595
"2813" 27 62 19144
"2814" 17 40 18805
"2815" 20 47 20236
"2816" 4 58 61690
"2817" 25 56 17652
"2818" 4 34 39547
"2819" 2 39 48280
"2820" 5 42 44920
"2821" 1 94 102328
"2822" 4 40 45283
"2823" 11 54 43829
"2824" 24 50 14800
"2825" 6 61 60163
"2826" 23 63 29656
"2827" 12 46 35746
"2828" 13 79 63642
"2829" 24 47 12024
"2830" 12 37 26501
"2831" 2 89 94710
"2832" 20 34 7009
"2833" 12 31 20260
"2834" 7 37 36893
"2835" 17 67 44215
"2836" 5 30 32623
"2837" 3 45 52412
"2838" 4 32 36947
"2839" 27 106 62500
"2840" 17 87 63940
"2841" 17 39 18189
"2842" 12 35 23790
"2843" 9 36 30612
"2844" 18 41 18375
"2845" 27 77 33854
"2846" 15 33 16197
"2847" 4 35 39844
"2848" 27 77 33786
"2849" 29 54 8246
"2850" 7 103 98423
"2851" 26 54 13923
"2852" 16 67 47557
"2853" 4 35 39966
"2854" 7 57 54556
"2855" 7 41 39708
"2856" 18 45 22305
"2857" 28 35 5000
"2858" 3 40 47307
"2859" 19 41 15953
"2860" 15 46 28388
"2861" 21 39 9899
"2862" 7 35 34411
"2863" 7 32 30762
"2864" 13 31 18414
"2865" 22 67 34849
"2866" 3 39 45956
"2867" 3 38 45479
"2868" 24 35 5000
"2869" 6 57 56766
"2870" 1 30 41774
"2871" 6 40 40923
"2872" 23 33 5000
"2873" 13 63 48989
"2874" 2 45 54340
"2875" 7 35 33840
"2876" 10 33 26731
"2877" 23 31 5000
"2878" 17 35 14445
"2879" 2 70 76609
"2880" 13 47 33606
"2881" 10 85 75827
"2882" 23 73 39016
"2883" 4 31 36868
"2884" 8 34 30694
"2885" 16 56 36069
"2886" 16 98 76166
"2887" 18 37 14535
"2888" 9 91 83113
"2889" 6 37 37627
"2890" 12 37 26802
"2891" 21 32 5000
"2892" 3 34 41279
"2893" 3 88 91482
"2894" 8 81 75851
"2895" 1 43 53954
"2896" 13 50 35237
"2897" 13 36 24184
"2898" 14 40 24493
"2899" 27 37 5000
"2900" 7 79 76418
"2901" 19 58 31865
"2902" 6 38 38776
"2903" 28 109 62677
"2904" 17 31 10378
"2905" 20 31 5000
"2906" 10 95 85082
"2907" 13 40 27318
"2908" 11 53 43341
"2909" 30 31 5000
"2910" 12 43 31634
"2911" 9 45 40071
"2912" 19 94 66201
"2913" 21 99 66712
"2914" 29 35 5000
"2915" 11 69 58829
"2916" 12 44 31584
"2917" 4 40 45923
"2918" 1 37 47982
"2919" 19 42 17316
"2920" 29 47 5000
"2921" 26 36 5000
"2922" 14 39 23738
"2923" 22 39 8483
"2924" 0 30 43550
"2925" 29 66 19845
"2926" 20 38 11524
"2927" 8 35 32183
"2928" 2 69 76504
"2929" 11 33 24881
"2930" 21 51 21841
"2931" 8 45 41623
"2932" 4 61 64684
"2933" 13 85 69687
"2934" 13 130 112339
"2935" 12 38 26445
"2936" 16 89 67283
"2937" 3 30 37735
"2938" 20 32 5294
"2939" 16 67 46193
"2940" 18 41 17312
"2941" 24 32 5000
"2942" 16 87 65519
"2943" 23 30 5000
"2944" 14 79 61947
"2945" 12 38 27698
"2946" 14 39 24125
"2947" 25 64 26121
"2948" 24 40 5000
"2949" 29 82 34459
"2950" 14 67 50493
"2951" 18 56 33025
"2952" 25 31 5000
"2953" 12 70 57616
"2954" 5 66 67022
"2955" 6 35 36556
"2956" 16 46 27097
"2957" 3 119 122638
"2958" 26 45 5649
"2959" 28 66 20826
"2960" 23 99 62567
"2961" 28 30 5000
"2962" 16 169 143898
"2963" 19 47 21443
"2964" 18 65 40292
"2965" 0 50 63117
"2966" 19 46 20407
"2967" 22 72 39513
"2968" 8 50 46833
"2969" 22 47 15134
"2970" 6 52 51654
"2971" 23 55 20708
"2972" 22 46 14902
"2973" 22 64 31502
"2974" 23 33 5000
"2975" 12 50 39491
"2976" 14 40 24327
"2977" 0 51 63367
"2978" 26 32 5000
"2979" 15 64 45806
"2980" 8 43 40439
"2981" 30 47 5000
"2982" 20 64 35946
"2983" 6 44 45036
"2984" 20 85 55904
"2985" 21 44 14597
"2986" 27 39 5000
"2987" 10 33 26004
"2988" 0 57 68889
"2989" 1 35 45813
"2990" 28 41 5000
"2991" 3 43 49213
"2992" 25 32 5000
"2993" 7 86 83401
"2994" 21 32 5000
"2995" 11 48 39096
"2996" 5 82 82689
"2997" 23 37 5000
"2998" 23 50 16687
"2999" 24 78 41248
"3000" 6 46 45952
"3001" 22 80 47099
"3002" 21 52 22836
"3003" 4 40 44584
"3004" 5 59 61271
"3005" 29 57 11974
"3006" 17 56 34192
"3007" 25 34 5000
"3008" 4 32 37163
"3009" 1 45 55322
"3010" 7 45 44486
"3011" 15 34 17871
"3012" 10 37 30114
"3013" 4 67 70050
"3014" 6 35 37190
"3015" 16 81 60123
"3016" 5 38 41108
"3017" 10 38 30732
"3018" 15 42 25219
"3019" 2 58 65791
"3020" 11 53 43429
"3021" 12 119 104407
"3022" 11 126 112040
"3023" 3 34 42036
"3024" 8 57 52754
"3025" 9 68 61971
"3026" 22 34 5000
"3027" 16 32 13232
"3028" 24 44 9309
"3029" 26 36 5000
"3030" 1 33 43853
"3031" 20 50 23314
"3032" 16 85 63324
"3033" 22 34 5000
"3034" 27 52 9502
"3035" 16 53 32808
"3036" 29 40 5000
"3037" 26 141 96860
"3038" 21 64 33550
"3039" 2 37 46236
"3040" 8 79 73608
"3041" 16 33 14048
"3042" 2 49 56944
"3043" 20 41 15000
"3044" 27 41 5000
"3045" 25 35 5000
"3046" 22 54 22579
"3047" 25 78 40001
"3048" 10 39 32061
"3049" 7 51 50274
"3050" 4 85 87677
"3051" 9 48 42688
"3052" 2 61 68371
"3053" 1 52 61358
"3054" 22 30 5000
"3055" 5 77 78132
"3056" 4 114 115857
"3057" 12 38 27505
"3058" 17 33 12025
"3059" 4 43 47396
"3060" 28 51 7560
"3061" 6 80 79536
"3062" 3 48 55480
"3063" 12 30 19081
"3064" 16 33 14107
"3065" 19 40 14821
"3066" 28 40 5000
"3067" 3 49 55831
"3068" 24 154 112732
"3069" 28 39 5000
"3070" 14 66 49422
"3071" 26 73 32931
"3072" 8 33 30173
"3073" 7 66 63855
"3074" 24 105 67860
"3075" 7 34 33552
"3076" 22 73 39830
"3077" 19 105 76542
"3078" 18 47 23676
"3079" 24 36 5000
"3080" 26 76 35540
"3081" 3 61 67577
"3082" 2 79 86418
"3083" 12 61 49127
"3084" 22 41 9462
"3085" 20 84 54406
"3086" 5 38 41864
"3087" 5 32 34567
"3088" 21 36 7629
"3089" 6 35 35328
"3090" 26 42 5000
"3091" 25 54 16474
"3092" 17 53 31682
"3093" 3 32 40394
"3094" 25 35 5000
"3095" 0 38 50983
"3096" 5 41 43892
"3097" 9 36 32038
"3098" 3 58 64453
"3099" 14 58 42215
"3100" 14 63 46435
"3101" 14 45 29796
"3102" 22 47 15815
"3103" 17 31 9258
"3104" 6 62 61649
"3105" 13 99 82702
"3106" 18 72 46287
"3107" 21 120 86188
"3108" 5 40 43309
"3109" 9 34 29591
"3110" 6 55 55287
"3111" 26 32 5000
"3112" 27 31 5000
"3113" 14 37 22064
"3114" 11 59 49954
"3115" 22 30 5000
"3116" 19 80 53274
"3117" 12 59 47474
"3118" 30 82 32084
"3119" 3 30 37795
"3120" 13 61 46725
"3121" 21 78 47457
"3122" 2 58 66754
"3123" 14 107 88123
"3124" 10 38 31394
"3125" 24 38 5000
"3126" 29 35 5000
"3127" 12 54 43217
"3128" 5 56 57821
"3129" 1 85 92731
"3130" 13 55 41684
"3131" 25 57 18762
"3132" 20 51 23092
"3133" 18 45 22314
"3134" 24 66 28960
"3135" 23 31 5000
"3136" 15 67 48637
"3137" 27 33 5000
"3138" 22 54 22834
"3139" 25 36 5000
"3140" 7 37 36411
"3141" 20 32 5758
"3142" 25 56 17547
"3143" 23 51 17371
"3144" 12 43 31037
"3145" 23 32 5000
"3146" 10 57 49245
"3147" 28 42 5000
"3148" 27 31 5000
"3149" 6 39 40702
"3150" 12 84 70823
"3151" 12 37 26088
"3152" 28 41 5000
"3153" 24 48 12202
"3154" 21 32 5000
"3155" 7 45 42836
"3156" 29 39 5000
"3157" 2 36 45844
"3158" 27 34 5000
"3159" 28 30 5000
"3160" 8 45 42293
"3161" 14 37 24258
"3162" 24 84 47436
"3163" 8 41 37536
"3164" 11 46 36693
"3165" 25 57 18006
"3166" 17 56 34554
"3167" 18 65 40918
"3168" 12 33 23446
"3169" 19 35 9754
"3170" 9 35 30049
"3171" 9 59 53875
"3172" 29 35 5000
"3173" 0 38 51962
"3174" 12 30 20212
"3175" 14 50 34605
"3176" 26 49 9203
"3177" 11 79 68072
"3178" 22 56 25129
"3179" 24 68 31091
"3180" 5 94 94289
"3181" 30 40 5000
"3182" 20 75 45214
"3183" 26 32 5000
"3184" 18 51 27788
"3185" 24 31 5000
"3186" 7 51 49944
"3187" 13 72 57443
"3188" 24 78 41143
"3189" 16 48 28235
"3190" 25 33 5000
"3191" 1 53 63792
"3192" 22 72 39474
"3193" 12 36 25555
"3194" 26 50 11613
"3195" 3 42 48810
"3196" 14 44 28889
"3197" 19 34 8712
"3198" 5 45 47619
"3199" 16 33 13590
"3200" 15 63 45191
"3201" 26 32 5000
"3202" 3 58 63547
"3203" 14 42 26291
"3204" 22 38 6889
"3205" 29 132 82906
"3206" 0 30 43453
"3207" 6 41 41908
"3208" 22 40 9621
"3209" 30 37 5000
"3210" 6 40 40083
"3211" 21 54 24537
"3212" 23 31 5000
"3213" 2 37 45594
"3214" 2 64 71156
"3215" 15 39 21796
"3216" 27 48 7042
"3217" 16 49 29084
"3218" 23 45 12104
"3219" 1 52 62464
"3220" 25 54 16307
"3221" 26 31 5000
"3222" 14 49 33414
"3223" 25 48 10172
"3224" 21 84 52670
"3225" 18 79 53813
"3226" 25 47 10085
"3227" 14 31 16904
"3228" 26 45 5000
"3229" 0 37 49210
"3230" 28 68 23587
"3231" 21 54 24874
"3232" 2 34 43320
"3233" 7 50 48388
"3234" 30 63 14684
"3235" 24 35 5000
"3236" 22 51 19431
"3237" 28 41 5000
"3238" 29 38 5000
"3239" 23 47 13889
"3240" 21 86 54878
"3241" 14 41 24654
"3242" 14 33 18902
"3243" 5 38 42074
"3244" 11 65 54492
"3245" 20 42 15509
"3246" 8 30 27616
"3247" 0 58 69889
"3248" 27 41 5000
"3249" 1 36 47061
"3250" 13 93 77755
"3251" 7 58 56301
"3252" 17 34 13415
"3253" 19 35 10062
"3254" 12 58 46297
"3255" 15 43 26430
"3256" 2 42 50375
"3257" 16 54 34672
"3258" 17 38 16791
"3259" 23 74 39316
"3260" 2 34 43862
"3261" 11 60 50276
"3262" 26 35 5000
"3263" 11 46 35939
"3264" 28 58 13158
"3265" 10 35 27904
"3266" 17 39 17627
"3267" 16 34 14739
"3268" 20 32 5450
"3269" 5 60 62191
"3270" 24 85 48966
"3271" 18 60 36131
"3272" 30 31 5000
"3273" 29 32 5000
"3274" 23 39 5919
"3275" 27 33 5000
"3276" 10 92 81661
"3277" 28 33 5000
"3278" 23 105 69142
"3279" 13 41 28356
"3280" 11 35 26823
"3281" 24 41 6712
"3282" 10 47 40734
"3283" 17 71 48688
"3284" 15 40 22432
"3285" 7 34 33896
"3286" 15 45 27701
"3287" 17 41 20031
"3288" 15 116 95615
"3289" 27 45 5000
"3290" 27 30 5000
"3291" 10 57 48978
"3292" 6 69 68340
"3293" 22 36 5000
"3294" 10 36 28805
"3295" 14 73 57218
"3296" 24 39 5000
"3297" 26 31 5000
"3298" 24 38 5000
"3299" 1 37 48017
"3300" 27 45 5000
"3301" 28 53 9512
"3302" 24 45 9690
"3303" 25 37 5000
"3304" 22 33 5000
"3305" 4 30 35673
"3306" 6 40 40659
"3307" 23 44 11471
"3308" 11 31 22574
"3309" 12 34 22913
"3310" 22 62 29482
"3311" 5 83 84702
"3312" 28 47 5000
"3313" 19 53 28109
"3314" 4 61 63227
"3315" 1 56 66492
"3316" 2 58 65299
"3317" 5 36 39952
"3318" 13 30 17751
"3319" 29 35 5000
"3320" 7 53 51688
"3321" 27 35 5000
"3322" 1 51 60536
"3323" 4 93 95070
"3324" 23 33 5000
"3325" 17 43 20923
"3326" 19 60 33950
"3327" 2 97 103403
"3328" 19 31 6235
"3329" 19 53 26909
"3330" 18 37 13518
"3331" 17 30 8952
"3332" 30 45 5000
"3333" 0 103 112831
"3334" 3 42 48576
"3335" 24 37 5000
"3336" 28 35 5000
"3337" 7 34 32876
"3338" 17 30 10477
"3339" 25 85 45580
"3340" 23 32 5000
"3341" 22 31 5000
"3342" 24 66 29725
"3343" 25 40 5000
"3344" 28 33 5000
"3345" 2 39 48079
"3346" 27 33 5000
"3347" 27 46 5000
"3348" 11 55 45404
"3349" 11 74 63146
"3350" 14 31 15941
"3351" 18 38 14710
"3352" 22 108 73686
"3353" 29 63 17029
"3354" 30 113 61455
"3355" 27 37 5000
"3356" 24 55 19029
"3357" 25 39 5000
"3358" 24 41 6419
"3359" 22 45 14253
"3360" 10 45 38082
"3361" 22 50 19129
"3362" 6 33 34448
"3363" 26 48 9532
"3364" 1 37 49445
"3365" 30 60 11817
"3366" 26 31 5000
"3367" 2 49 57118
"3368" 8 53 48663
"3369" 6 52 51979
"3370" 0 43 55310
"3371" 8 39 35189
"3372" 4 47 53053
"3373" 7 67 64275
"3374" 8 45 41588
"3375" 28 42 5000
"3376" 12 46 34720
"3377" 27 33 5000
"3378" 23 97 61151
"3379" 3 45 50964
"3380" 28 45 5000
"3381" 20 43 16789
"3382" 11 57 46956
"3383" 20 32 5181
"3384" 28 57 13800
"3385" 16 38 19230
"3386" 4 32 36415
"3387" 2 53 60934
"3388" 14 142 121916
"3389" 5 43 45994
"3390" 7 50 48211
"3391" 11 32 23813
"3392" 28 79 33318
"3393" 7 36 35594
"3394" 16 43 23469
"3395" 25 31 5000
"3396" 6 34 35220
"3397" 19 38 13695
"3398" 27 38 5000
"3399" 27 44 5000
"3400" 11 45 35765
"3401" 12 32 20876
"3402" 21 67 36445
"3403" 26 55 14534
"3404" 16 38 19834
"3405" 8 69 64658
"3406" 5 76 77946
"3407" 27 67 23921
"3408" 11 41 32091
"3409" 23 55 22104
"3410" 27 31 5000
"3411" 13 51 37180
"3412" 20 54 26740
"3413" 1 32 43524
"3414" 24 41 6209
"3415" 24 85 47304
"3416" 30 59 11533
"3417" 8 75 69399
"3418" 13 46 33712
"3419" 10 32 25554
"3420" 23 35 5000
"3421" 0 43 55896
"3422" 11 62 51712
"3423" 9 64 57609
"3424" 30 41 5000
"3425" 9 34 28648
"3426" 10 62 53922
"3427" 20 42 14122
"3428" 20 45 17921
"3429" 12 38 26367
"3430" 6 58 57492
"3431" 3 44 51166
"3432" 14 33 18559
"3433" 8 68 64311
"3434" 7 46 44922
"3435" 17 40 18596
"3436" 3 55 61583
"3437" 6 39 38671
"3438" 27 37 5000
"3439" 0 57 69768
"3440" 18 33 10087
"3441" 7 42 40762
"3442" 0 38 50123
"3443" 8 58 53936
"3444" 23 43 9757
"3445" 12 33 22690
"3446" 20 45 17959
"3447" 6 73 71956
"3448" 14 46 30014
"3449" 8 37 34810
"3450" 25 45 7687
"3451" 2 61 69736
"3452" 3 50 56213
"3453" 15 56 37596
"3454" 17 48 26592
"3455" 10 51 43603
"3456" 1 65 74881
"3457" 25 37 5000
"3458" 13 47 33856
"3459" 21 33 5000
"3460" 2 34 43257
"3461" 20 37 9493
"3462" 20 31 5379
"3463" 6 32 33239
"3464" 3 65 71896
"3465" 4 37 41779
"3466" 15 60 42216
"3467" 24 59 23109
"3468" 23 38 5000
"3469" 27 52 10520
"3470" 4 45 49482
"3471" 15 52 35146
"3472" 25 45 7514
"3473" 6 40 41241
"3474" 17 42 21150
"3475" 19 79 51393
"3476" 9 32 27641
"3477" 4 43 47747
"3478" 11 41 32261
"3479" 11 40 30602
"3480" 11 43 33826
"3481" 11 50 39800
"3482" 28 68 23480
"3483" 19 93 66064
"3484" 11 30 20722
"3485" 18 53 29112
"3486" 30 32 5000
"3487" 24 37 5000
"3488" 23 49 15311
"3489" 15 32 15139
"3490" 6 51 51592
"3491" 24 40 5000
"3492" 28 36 5000
"3493" 26 40 5000
"3494" 20 39 11945
"3495" 29 51 5075
"3496" 26 40 5000
"3497" 19 38 13076
"3498" 25 49 11785
"3499" 15 52 34747
"3500" 9 40 34809
"3501" 21 58 27086
"3502" 29 73 25904
"3503" 19 80 53340
"3504" 17 39 18747
"3505" 5 30 33414
"3506" 10 59 50762
"3507" 25 68 29413
"3508" 28 53 9216
"3509" 17 74 51281
"3510" 21 46 16707
"3511" 23 34 5000
"3512" 24 41 5312
"3513" 27 31 5000
"3514" 14 45 28956
"3515" 1 32 43663
"3516" 12 78 64654
"3517" 22 53 20908
"3518" 15 50 32243
"3519" 24 39 5000
"3520" 10 58 49730
"3521" 7 71 69105
"3522" 1 108 115401
"3523" 19 58 32712
"3524" 11 47 37553
"3525" 13 34 21450
"3526" 18 31 8428
"3527" 9 93 85392
"3528" 11 69 58856
"3529" 5 31 34491
"3530" 29 47 5000
"3531" 15 31 14182
"3532" 26 35 5000
"3533" 14 33 17731
"3534" 13 34 20663
"3535" 13 63 48686
"3536" 9 35 29752
"3537" 21 48 18519
"3538" 1 58 68016
"3539" 3 32 38778
"3540" 10 52 44526
"3541" 4 55 58922
"3542" 18 37 13506
"3543" 1 45 55361
"3544" 1 49 59163
"3545" 5 53 55796
"3546" 7 36 35823
"3547" 26 58 18839
"3548" 30 30 5000
"3549" 27 32 5000
"3550" 9 81 74042
"3551" 26 45 5353
"3552" 27 98 54631
"3553" 4 44 49243
"3554" 4 40 44205
"3555" 8 49 46066
"3556" 15 32 15972
"3557" 28 35 5000
"3558" 19 40 14826
"3559" 9 34 28662
"3560" 25 71 33004
"3561" 6 35 36288
"3562" 10 70 60750
"3563" 1 50 60124
"3564" 3 66 71717
"3565" 11 60 50226
"3566" 7 39 38156
"3567" 11 40 30095
"3568" 18 45 21462
"3569" 17 37 16362
"3570" 0 44 57458
"3571" 20 36 7988
"3572" 17 78 55511
"3573" 20 88 58750
"3574" 8 49 46086
"3575" 12 48 35747
"3576" 16 46 26823
"3577" 10 40 32847
"3578" 11 52 41850
"3579" 13 54 40016
"3580" 15 53 34989
"3581" 8 50 46695
"3582" 6 40 40458
"3583" 1 40 51147
"3584" 2 52 60272
"3585" 7 42 41136
"3586" 10 32 25328
"3587" 27 37 5000
"3588" 7 42 40793
"3589" 19 33 7918
"3590" 16 38 18706
"3591" 4 40 45405
"3592" 1 54 64213
"3593" 28 34 5000
"3594" 4 55 59147
"3595" 3 47 54003
"3596" 19 34 9612
"3597" 28 35 5000
"3598" 23 30 5000
"3599" 21 38 8876
"3600" 23 34 5000
"3601" 19 35 9668
"3602" 24 66 29425
"3603" 14 44 29774
"3604" 16 30 11761
"3605" 11 40 31689
"3606" 9 56 50381
"3607" 8 35 32441
"3608" 11 36 27722
"3609" 3 41 47856
"3610" 15 70 52013
"3611" 9 91 84106
"3612" 14 30 15179
"3613" 22 41 8861
"3614" 24 47 11697
"3615" 29 52 5723
"3616" 23 95 58578
"3617" 21 60 31104
"3618" 27 30 5000
"3619" 23 42 8682
"3620" 8 31 29120
"3621" 2 35 44440
"3622" 15 52 34306
"3623" 23 74 39248
"3624" 26 66 26679
"3625" 20 81 52368
"3626" 4 57 61992
"3627" 16 33 14681
"3628" 22 38 7494
"3629" 26 69 28956
"3630" 4 32 38103
"3631" 10 40 31923
"3632" 15 46 29285
"3633" 24 71 34725
"3634" 12 37 26788
"3635" 13 43 30555
"3636" 14 80 62592
"3637" 22 38 7549
"3638" 19 43 17441
"3639" 10 42 35159
"3640" 6 55 55587
"3641" 18 35 11220
"3642" 27 60 18400
"3643" 9 33 28101
"3644" 13 37 23917
"3645" 11 40 31654
"3646" 22 41 10313
"3647" 14 60 42912
"3648" 12 30 18754
"3649" 24 50 14514
"3650" 7 32 31226
"3651" 25 34 5000
"3652" 21 46 17108
"3653" 24 113 73508
"3654" 10 38 30536
"3655" 22 30 5000
"3656" 8 76 70815
"3657" 16 39 19054
"3658" 23 100 63704
"3659" 26 52 11916
